sourceId,destId,length
962,413,2.6674050890643897
649,1184,9.53491915450548
1744,720,5.54836811026759
862,250,1.73800818594006
61,139,1.0990143080659
1198,496,11.8672119377369
1730,319,1.17647508251223
708,107,8.735108278380679
402,705,0.818782784193107
399,842,2.1883210711238696
1265,748,6.28603967017478
227,218,0.676257719003781
148,754,3.00036668872004
1274,873,7.43172118425392
364,628,2.98065681042941
726,1063,2.8097577882607
82,404,9.351732190184642
546,1066,1.23008126484986
151,906,5.93968645843813
139,864,2.1160331207332903
798,291,5.24895816130638
896,1043,1.93451963935651
272,897,6.27460580365419
672,457,1.7378342243873102
246,807,3.12320672878648
410,954,2.09092858346933
1254,1207,5.329023676972319
1062,894,3.2014846822609
733,835,2.5049803987003303
77,504,37.470507435600396
1670,184,6.5687826216856005
191,383,1.2264929316283102
1091,1206,4.84601460381176
562,835,4.79831140336085
535,920,3.67137828361112
243,488,1.27976700974966
672,572,3.29030153888745
459,1097,0.758586483166945
2089,455,47.9414990475186
402,361,4.07660302793387
380,1761,1.5342452647775302
751,634,4.36313296194644
1761,380,1.5342452647775302
195,501,2.25671910194005
1348,565,3.4859826650309
748,1073,7.1164345671951
216,221,0.943358352388166
319,1265,8.25105720206281
220,455,51.9628343764362
1184,66,7.34691525359177
337,540,1.63144968763091
210,1261,10.298889740699
169,958,5.86332320082063
559,360,3.85929022620632
366,438,2.8839986181002
870,515,1.55282376699507
726,31,5.8893038830044695
2011,27,4.99000023867114
415,504,9.92565325872752
742,578,1.28115577821496
2011,208,8.09471270238334
77,121,13.093790113796901
519,169,3.5726006816179403
259,281,2.6836630976197497
261,366,2.07162275597765
401,619,1.8992367711934202
105,106,2.38045609791264
345,235,4.76032997522386
873,1076,2.34704192749606
810,1245,12.875823704371
715,567,3.31752918434491
791,612,8.23495978576169
458,1182,4.67376062511729
1061,1350,15.9180619016336
325,810,17.264923933033398
619,401,1.8992367711934202
1666,899,1.47197082157592
929,210,21.8978620148835
325,1663,1.72877070005934
104,6,1.1578295747566698
810,325,17.264923933033398
790,391,3.8597610448828
919,768,3.86866638578236
1261,210,10.2988897406991
493,1230,1.9312125727601799
673,201,4.28344861669418
1979,1768,0.778884242355081
317,1212,12.298373367423402
554,1232,3.05521769618177
221,1767,2.97620666210048
1157,992,2.58324913573318
1034,1187,7.84646394155818
685,474,1.25201773339745
327,647,12.6886138468579
750,840,13.8677493611185
1059,458,3.78825075214971
744,1139,2.0753576163042498
1125,16,1.79604370104547
38,61,3.7473550467650396
221,216,0.943358352388166
1843,1248,2.5421946212302102
192,977,3.89283715218467
583,952,1.86747046876375
363,574,4.5987329060991895
507,1242,3.52628096662913
764,1839,20.961412149767998
1067,2011,1.6812477866121802
1021,415,2.2895347048273003
726,208,5.77253291027571
1189,1149,3.38746842758513
979,1034,2.64990965067755
1113,510,4.02315069741812
6,701,4.87963594888531
644,590,2.41077382751372
37,139,2.22166116612982
908,920,3.7061675368328704
805,707,5.97543763202848
336,732,9.639366332510521
136,8,2.92134601367045
61,38,3.7473550467650396
1031,148,1.80135439586103
391,784,2.2052181591122797
418,489,5.65674918607321
1151,157,10.481805303215701
1230,507,2.38385647649375
470,1151,5.92181689636024
521,1048,2.90185289336519
736,1149,5.20357896875232
782,77,2.34229208786649
957,956,0.853194387849495
801,100,2.77336160462047
457,672,1.7378342243873102
8,797,4.6223638930631
400,1009,1.69718966349131
212,166,11.7415975823228
259,258,1.33247620523115
732,142,6.94008005628894
700,392,0.940344439715458
342,205,5.7457269919803
814,541,3.59507362650207
504,591,2.87907424194344
1168,414,0.913443737535838
1256,601,2.66866093009551
1107,1198,1.29718335708578
106,105,2.38045609791264
157,1151,10.481805303215701
1255,329,7.5141961574247
1079,316,1.1590775910472801
1060,1253,2.57729646558143
962,250,2.3463443377611304
1067,401,5.535939384887319
958,169,5.86332320082063
221,227,5.59752988333056
66,1184,7.34691525359177
733,470,7.21386401964768
287,1043,4.465825097347589
572,672,3.29030153888745
590,866,2.0915590842501603
1278,1084,34.5186094345234
318,725,2.01733521925494
791,259,3.31910776126506
920,535,3.67137828361112
203,738,4.74825996778155
31,715,66.2199129490685
798,961,13.2194557277946
27,208,5.25075948968621
1261,1152,7.9836934878512
16,392,2.7331826844654503
1198,70,2.0639221932701997
585,1139,3.24824855788172
147,288,2.31772383066874
221,1979,3.81848270295848
736,404,3.51671691262813
504,77,37.4705074356006
9,1238,6.32441236336817
504,220,13.4121787595619
1058,1253,3.7556049826404503
128,591,3.15820688728573
989,77,4.84941228367382
791,793,3.1288480993104
1767,227,5.68193225848343
1061,326,10.054659167573
815,447,5.57760306965422
447,822,2.61148765019315
822,455,4.44445906948192
155,1202,2.1289140919369003
2089,223,5.74352256405749
1063,971,3.50638585906561
977,192,3.89283715218467
567,941,4.27256433370117
684,1213,13.800926954126501
320,351,4.81092171837891
578,742,1.28115577821496
1082,954,2.49620838192776
824,189,1.6506849367613199
730,562,3.91753917842682
277,996,4.10346058199586
1136,201,2.04694201280507
801,617,5.9602406037975895
895,789,7.92501290261934
1207,1254,5.329023676972319
523,19,6.49428614587748
371,369,1.33171435080629
105,1056,2.2371026977688198
139,863,2.13768423234237
257,704,1.31814255121291
31,726,5.8893038830044695
510,277,4.9118647540091
539,637,1.61098002352575
1152,724,4.78074361924811
192,1128,3.6080933722683697
822,815,2.96888218067864
971,619,0.978975131183195
1839,764,20.961412149767998
1663,325,1.72877070005934
1056,105,2.2371026977688198
897,272,6.27460580365419
1663,191,1.42148073152001
1017,977,3.1703711852937397
78,1841,2.94977113461446
725,378,1.40213173817226
553,715,4.791191590417959
258,747,3.06253802443037
1149,1189,3.38746842758513
75,287,2.90683407644085
136,518,3.72263966424408
488,328,2.20379730908584
1154,427,2.84953457051014
221,1048,2.52527122155048
1206,1091,4.84601460381176
1266,621,4.3573054346366
791,258,3.51008740834707
642,337,1.5643771584608301
110,367,2.56116170417345
1768,1979,0.778884242355081
619,971,0.978975131183195
938,319,2.88198721034914
991,171,2.60685874144961
395,289,3.04873913071683
1744,862,4.36282071628155
1061,523,10.5590895712521
1135,629,0.983034769606415
726,1202,16.194784797946802
360,504,15.5764354466686
227,1767,5.68193225848344
1979,227,6.52420829934143
139,64,3.57933980977918
570,64,4.286287964230549
121,77,13.093790113796901
841,74,3.1887706818953303
25,262,1.0121663560788499
924,436,6.157885737165611
414,1168,0.913443737535838
996,84,7.84258022087287
1226,382,5.92286698048543
486,572,1.4372609548952
438,255,1.83128787667431
673,784,6.89538028197813
1235,820,5.26623802006681
401,705,1.29778999764382
130,449,12.165550420004
477,1185,11.4247572670028
502,1841,4.6233676632586205
974,996,4.03770507288899
563,568,1.6725142134553301
220,815,44.9394686380585
427,1154,2.84953457051014
1368,899,8.684387215063952
708,143,3.85702347648524
715,553,4.791191590417959
923,910,2.96200137227107
151,819,1.95633230834169
106,1274,3.62273157968346
412,744,4.77980314847274
1666,750,7.88020701392755
171,991,2.60685874144961
649,520,5.04642023556063
177,863,3.90732454865703
363,1224,2.317992142068
826,1761,2.3689521624153898
455,815,7.41057448894299
723,146,12.0822139473706
1265,319,8.25105720206281
541,187,5.98940128980416
371,1093,2.04868879110638
821,933,3.49900637920167
821,841,2.45542483750497
58,30,6.93003060518226
810,219,15.306330633810099
954,410,2.09092858346933
413,791,6.3681835663348005
562,730,3.91753917842682
1081,742,3.1662736078315
266,267,3.44558844559281
38,764,1.33030548437577
201,1744,5.10935467960376
288,514,2.3982509336011897
1097,423,6.096324554447641
404,747,8.269628470184351
457,997,1.8764698244967601
815,223,46.6615215519496
434,351,3.54602621727027
566,574,3.44219199614579
726,27,3.00141033913587
723,752,9.34092778399956
351,434,3.54602621727027
1245,810,12.8758237043709
1238,553,9.66916595293485
768,286,5.51354406189795
751,781,4.63667129087943
710,583,1.12282754151906
1005,724,8.69129447170781
1979,221,3.81848270295848
611,895,2.6692754969152004
1005,606,6.85973588542648
1150,432,2.1968143403725797
896,313,3.51192077469265
187,132,2.59345466868338
336,644,4.82110815201205
532,257,6.01740388047074
899,1666,1.47197082157592
1213,684,13.800926954126501
579,375,1.1871316938918701
635,732,4.34748886097368
325,1260,2.04855390115139
250,862,1.73800818594006
630,637,1.1693627786521599
1768,223,1.76223482754087
1157,1185,11.9663248395352
1272,348,4.80271084601572
647,724,5.96108641602288
472,767,2.98028620030779
1088,1128,8.07037132503377
107,840,4.86503629676836
1232,199,2.9683843944033
148,1031,1.80135439586103
1195,1151,21.773670616596903
1270,1134,2.94476642881768
793,259,4.03464710886593
907,199,5.85481554905203
615,848,4.37072261207732
367,110,2.56116170417345
424,406,2.4725597671145203
906,151,5.93968645843813
1202,208,18.6164585037457
1229,820,5.17075143025056
810,1048,19.832521382104797
574,871,3.3449626439264297
494,345,2.46808674210651
916,219,2.73069732868316
1085,1274,6.51671151668658
364,462,3.03184537688916
982,446,5.73752216531307
318,600,1.89724377723968
235,110,1.3335925030828
1167,1168,1.27315785190399
380,1912,1.49364064587464
521,325,1.95899721866755
243,621,3.17825665118003
621,1266,4.3573054346366
632,539,6.08510278811939
1145,10,6.40420595217736
1350,1231,6.09047333648202
318,365,3.39220447147905
479,970,3.18330500127959
409,146,20.2909262243548
404,82,9.351732190184642
1102,118,2.29071637447212
155,31,3.47520872050516
75,405,2.87159718009464
520,649,5.04642023556063
1194,502,16.6111227739425
132,9,5.27493276125206
742,1167,2.2781844992225904
138,1073,1.63925546433243
1186,367,2.20819375005045
810,1663,16.6184491428358
961,1254,7.87047775929169
566,190,2.83576825819117
218,1973,0.96288367055149
331,1180,7.384996741158919
563,1130,1.37698764778239
784,471,4.44363329589168
530,361,6.00020141703953
319,1730,1.17647508251223
455,223,53.6848872903273
685,860,2.11065015153601
1159,421,2.7822231357384397
936,252,1.49874937517703
1084,1278,34.518609434523505
258,793,4.225626755947951
1048,1663,6.07378227789177
1043,896,1.93451963935651
1174,553,2.7409654776001897
911,919,7.71498437129624
961,798,13.2194557277946
705,402,0.818782784193107
167,261,1.6344184116429201
1226,1195,29.667058347973402
436,840,9.09240953433115
827,579,1.47795494158508
811,810,1.50627171557316
16,1125,1.79604370104547
258,791,3.5100874083470797
601,1059,1.63169265108409
229,1192,2.0856446780595403
535,1136,2.93629414907999
110,235,1.3335925030828
820,1229,5.17075143025056
956,1177,3.95175393295989
617,418,3.23090342249126
863,877,2.54831275631972
1125,82,2.56947052827892
363,1192,4.19576877038589
628,364,2.98065681042941
1182,432,3.5016461789054203
1146,1176,7.3744483134838505
559,1150,2.01737848761227
819,1084,33.8572847340224
30,58,6.93003060518226
715,1238,9.01294226077748
725,220,20.0048996892178
84,996,7.84258022087287
220,2089,4.02146965016618
815,220,44.9394686380583
1192,1048,7.017952647271141
523,636,4.99949863351647
604,606,3.05362738054106
327,1181,15.182164105215499
862,1744,4.36282071628155
1056,860,1.7538708681514
810,1224,4.736951278110561
313,610,2.98044454484968
824,1081,1.00327391321572
919,911,7.71498437129624
102,319,3.75975101673125
434,1272,2.45163376229098
378,725,1.40213173817226
550,1160,5.0293910757206
183,1219,1.80481717228469
1066,905,1.85137330615605
931,127,5.83862609468763
227,1979,6.524208299341439
6,365,3.0594797629027997
215,216,0.8325454103390819
807,246,3.12320672878648
84,992,23.9314891214335
27,2011,4.99000023867114
447,455,4.39011525596125
567,715,3.31752918434491
568,1274,4.13929815688898
868,560,3.51888751713172
319,938,2.88198721034914
818,114,8.6254184264816
318,815,23.234910898794002
9,686,3.73152401946613
1021,759,3.37992084527007
384,1146,6.3079732907403905
127,931,5.83862609468763
1912,380,1.49364064587464
118,1102,2.29071637447212
572,486,1.4372609548952
1090,19,11.2556227761405
232,504,2.45016354764297
518,682,2.93200486368439
591,504,2.87907424194344
644,732,6.28232320895416
139,37,2.22166116612981
801,788,3.14992625492155
1017,188,2.73383720640504
455,335,4.20719003568979
629,957,2.66680306405604
262,25,1.0121663560788499
368,1174,3.44921306312771
1102,592,1.1808527153497
911,738,5.6945674923389396
1350,523,8.11889817661126
634,751,4.36313296194644
1048,810,19.8325213821049
895,611,2.6692754969152004
1160,550,5.0293910757206
247,209,1.68391618472181
707,247,3.77635082246385
157,184,16.139627207405198
1973,218,0.96288367055149
1081,824,1.00327391321572
22,24,2.4146869537835802
1226,825,8.34312238025496
863,139,2.13768423234237
1141,501,1.5672014099493998
1097,459,0.758586483166945
219,325,7.06166500407667
171,1213,2.82377476097421
628,707,3.45550373911328
825,1226,8.34312238025496
578,1079,2.1774712695498804
1230,493,1.9312125727601799
74,841,3.1887706818953303
24,592,4.27848800719017
612,133,2.80713265543637
331,1226,4.86194828782386
1079,578,2.1774712695498804
1979,1048,3.3703764603252697
1088,906,3.24817919939992
894,789,2.82967861853197
815,455,7.41057448894299
602,973,10.1349721111696
815,2089,40.9181333091406
61,37,1.94803732230261
812,826,1.6916482767207999
438,754,2.9981827733687703
754,148,3.00036668872004
732,177,5.86154367791134
58,352,1.7841754461744699
1255,472,4.04297430151845
210,931,5.70287125462335
1087,328,2.76324682227273
220,504,13.4121787595619
1224,363,2.317992142068
504,232,2.45016354764297
70,1198,2.0639221932701997
748,130,7.73170875151176
1185,477,11.4247572670028
684,1090,11.3029201226855
797,8,4.6223638930631
1278,819,2.5465051408215498
840,750,13.8677493611185
520,1212,8.82800046018578
954,1082,2.49620838192776
27,1147,6.773363041472391
77,989,4.84941228367382
189,1912,0.922614517461714
501,1141,1.5672014099493998
212,540,15.188696942557801
219,1260,2.7166452474619502
496,1198,11.8672119377369
77,719,11.9913771722272
767,472,2.98028620030779
936,762,6.35155414175685
706,504,2.37905195040345
219,916,2.7306973286831697
