userId,journeyId
136,1
201,1
187,1
14,1
192,1
274,2
49,2
227,2
110,2
53,2
296,2
214,2
17,2
72,2
262,2
28,3
176,3
102,3
224,3
54,3
35,3
37,3
193,3
195,3
36,3
69,4
97,4
130,4
8,4
215,5
3,5
90,6
199,6
169,6
139,6
166,6
125,6
26,6
238,6
151,7
236,8
109,8
137,8
136,8
292,8
9,8
95,8
28,8
44,9
131,9
246,9
167,10
217,10
159,11
96,11
7,11
189,11
214,11
298,11
40,11
162,11
286,12
23,13
72,14
297,14
219,14
153,14
46,14
18,14
110,15
185,15
32,15
184,15
65,16
13,16
267,16
106,16
45,16
15,16
102,16
103,16
228,17
144,17
260,17
141,17
34,17
4,17
44,17
21,17
46,17
126,17
109,18
212,18
237,19
198,19
24,19
195,19
83,19
258,19
127,20
57,20
28,20
233,20
137,21
96,21
25,22
256,22
241,22
28,22
251,23
83,23
221,23
145,23
185,23
154,23
155,24
207,24
299,24
138,25
81,25
20,25
123,25
237,25
34,26
185,26
101,26
234,26
161,26
126,26
93,27
13,27
48,27
8,27
40,27
187,27
171,27
24,27
241,28
56,29
257,29
61,29
137,29
224,29
183,29
104,29
21,29
86,29
92,29
101,30
116,30
276,30
248,30
198,30
112,30
213,31
49,31
286,31
122,31
152,31
5,31
24,31
114,31
113,31
65,31
104,32
124,32
209,32
205,32
216,32
175,33
7,33
245,33
276,34
85,34
107,34
258,34
223,34
281,34
141,34
148,34
234,35
292,35
192,35
58,35
87,36
57,36
122,36
260,36
222,36
74,36
77,36
244,36
228,36
140,36
250,37
86,37
126,37
78,37
290,37
132,37
93,37
278,37
64,38
239,38
214,38
197,38
251,38
12,38
141,38
52,39
66,39
63,39
238,39
279,39
1,40
258,40
197,41
41,42
106,42
77,42
173,42
37,43
5,43
99,43
47,43
196,43
86,43
252,43
91,43
59,43
72,44
141,44
228,45
92,45
20,45
214,45
82,45
284,45
189,45
262,45
250,46
163,46
287,46
186,46
133,46
27,46
84,47
192,48
23,48
286,48
239,48
16,48
181,48
30,48
97,49
249,49
8,49
290,49
110,49
159,49
85,49
89,49
278,50
42,50
194,50
67,50
287,50
237,50
106,50
6,50
243,50
105,51
97,51
36,51
141,51
115,51
280,51
282,51
254,51
159,52
277,52
178,52
229,52
20,52
269,52
91,53
14,53
85,53
286,53
186,53
235,53
211,53
275,53
261,53
173,54
198,54
25,55
237,55
293,55
21,56
90,56
299,56
136,56
67,56
116,56
154,56
113,57
289,57
129,57
29,57
245,58
205,58
136,59
71,59
12,59
246,59
219,59
198,59
68,59
104,59
84,60
217,60
97,61
87,61
184,61
245,61
172,61
287,61
299,62
147,62
111,62
46,62
266,63
6,63
35,63
131,63
225,63
48,63
199,63
192,63
282,63
248,63
243,64
123,64
172,64
108,64
41,65
110,65
206,65
46,65
203,65
39,65
162,66
32,66
53,66
149,66
33,66
48,67
225,67
86,67
119,67
172,67
134,67
154,67
167,67
272,67
113,68
154,69
73,69
165,69
22,70
187,70
207,70
26,70
268,70
198,71
149,71
3,71
136,71
163,72
7,72
156,72
279,72
16,72
215,72
41,72
216,72
268,72
185,72
85,73
135,73
223,73
165,73
67,73
204,73
193,73
192,73
163,73
242,74
213,74
127,75
146,75
229,75
199,75
180,75
68,75
295,75
108,75
134,75
227,75
213,76
26,76
257,76
223,77
31,78
104,78
141,78
24,79
33,79
141,79
12,79
291,79
29,80
80,80
40,80
94,80
274,80
176,81
69,81
162,82
258,83
13,83
269,83
295,83
141,83
136,83
215,83
143,83
28,83
168,84
258,84
207,84
119,84
208,84
118,84
244,84
263,85
133,85
207,85
259,85
89,85
270,85
176,85
141,85
258,85
149,85
17,86
188,86
251,86
281,86
295,86
113,86
290,86
205,86
213,86
281,87
201,88
76,88
91,88
282,88
119,88
126,88
253,88
259,88
272,88
154,88
175,89
171,89
228,89
224,89
37,90
166,90
46,90
252,90
31,90
265,90
140,91
193,92
165,92
216,92
130,92
33,92
138,92
108,92
158,92
155,92
171,92
20,93
173,93
231,93
139,94
254,94
101,94
275,95
152,95
56,95
260,95
216,95
20,96
221,96
47,96
177,96
142,96
25,97
94,97
170,97
18,97
57,98
270,98
53,98
103,98
73,98
191,98
69,98
253,98
190,98
249,98
120,99
79,99
122,99
256,99
80,99
236,99
153,100
294,100
287,100
113,100
55,100
225,100
3,100
194,100
15,101
117,101
175,101
75,101
70,101
76,101
258,101
44,102
206,102
200,102
262,102
45,102
104,102
257,103
208,103
114,103
159,104
9,104
133,104
8,104
95,104
139,105
287,105
80,105
42,105
285,106
151,106
235,106
292,106
145,106
82,106
281,107
2,107
27,107
72,107
76,107
221,107
17,108
261,108
286,108
142,108
184,108
263,108
47,108
31,109
281,109
123,109
239,109
64,109
220,109
128,109
86,109
44,110
292,110
273,110
271,111
58,111
104,111
150,112
206,112
132,112
173,112
81,112
236,112
172,113
141,113
226,113
256,113
278,113
179,113
218,113
210,114
232,114
200,114
295,114
293,114
153,114
50,114
140,114
54,114
258,114
289,115
46,115
48,115
68,115
125,115
137,115
224,115
65,116
232,116
144,116
128,116
5,116
279,116
221,117
253,117
294,117
167,117
102,117
161,118
38,118
104,118
178,118
169,118
77,118
68,118
250,119
90,119
218,119
70,120
202,120
298,121
9,121
62,121
95,122
5,122
25,122
88,123
179,123
107,123
41,123
131,123
40,123
178,123
182,123
23,124
241,124
253,125
181,125
266,125
50,126
293,126
177,126
271,126
52,126
166,127
257,127
38,128
41,129
121,130
156,130
137,130
7,130
8,130
31,130
214,130
104,130
9,130
73,130
121,131
237,131
149,131
291,131
124,131
126,131
251,131
249,131
222,131
27,131
38,132
283,132
15,132
238,132
298,132
264,132
191,132
86,133
239,133
28,133
90,133
225,133
112,133
98,134
139,134
214,134
41,134
21,134
29,134
257,134
214,135
265,135
196,136
105,136
285,136
224,136
11,136
9,137
283,137
36,137
78,137
210,137
19,137
45,137
173,138
127,138
124,138
3,138
200,138
189,138
110,138
260,138
159,138
219,138
87,139
245,140
104,140
297,140
3,140
291,140
103,140
240,141
248,141
177,142
101,142
9,142
267,142
224,142
187,142
245,142
263,142
80,142
30,143
266,143
18,143
16,143
62,143
42,144
52,144
187,144
76,145
99,145
213,145
38,145
215,146
199,146
93,146
210,146
147,146
69,146
160,147
109,147
248,147
286,147
196,148
253,148
22,148
274,148
127,149
160,149
162,149
107,149
219,149
28,149
143,149
118,149
32,149
117,149
19,150
